# Column definitions:   
# trait : GWAS phenotype
# CredibleSet : credible set ID for trait
# CredibleSet.AnyCodingVariant : TRUE if credible set contains a variant overlapping a coding sequence
# CredibleSet.AnySpliceSiteVariant : TRUE if credible set contains a variant within 10bp of a splice site of a coding gene
# CredibleSet.NoncodingWithSigVariant : TRUE if credible set does not contain a coding or splice site variant, and if it contains at least one variant with variant score above the specified threshold
# CredibleSet.AnyPrediction : TRUE if credible set has a prediction for this method
# CredibleSet.nNearbyGenes : Number of genes within distance threshold
# TargetGene : Gene Symbol
# TargetGene.chr : chromosome
# TargetGene.TSS : coordinate of gene transcription start site
# DistanceToTSS : Distance from best variant to the transcription start site
# DistanceToTSSRank : Rank among genes of the distance from best variant to the transcription start site
# Distance : Distance from best variant to the gene body
# DistanceRank : Rank among genes of the distance from best variant to the gene body
# GeneScore.* : Max score for this gene across cell types and variants
# CellTypes.* : Cell types in which the prediction is made
# Variants.* : Variants with variant scores above threshold responsible for the prediction
# GeneRank.* : Rank of the prediction score for this gene among other genes in the credible set
# GenePrediction.* : TRUE if gene is the gene with the max by this predictor for the credible set
# GenePredictionMax.* : TRUE if gene has the maximum score for this credible set
trait	CredibleSet	CredibleSet.AnyCodingVariant	CredibleSet.AnySpliceSiteVariant	CredibleSet.NoncodingWithSigVariant	CredibleSet.AnyPrediction	CredibleSet.nNearbyGenes	TargetGene	TargetGene.chr	TargetGene.TSS	DistanceToTSS	DistanceToTSSRank	Distance	DistanceRank	GeneScore.ABC	CellTypes.ABC	Variants.ABC	GeneRank.ABC	GenePrediction.ABC	GenePredictionMax.ABC
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	INO80E	chr16	30007529	474965	40	465383	40	NA	NA	NA	27	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	DOC2A	chr16	30022401	460093	39	460093	39	NA	NA	NA	19	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	C16orf92	chr16	30034654	447840	37	446471	37	NA	NA	NA	12	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	FAM57B	chr16	30041405	441089	36	441089	36	NA	NA	NA	20	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	ALDOA	chr16	30076993	405501	33	400753	34	NA	NA	NA	5	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	PPP4C	chr16	30087296	395198	32	385796	33	NA	NA	NA	43	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	TBX6	chr16	30103205	379289	31	379289	32	NA	NA	NA	62	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	YPEL3	chr16	30107537	374957	30	374957	31	NA	NA	NA	68	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	GDPD3	chr16	30124878	357616	29	357616	29	NA	NA	NA	24	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	MAPK3	chr16	30134630	347864	28	347864	28	NA	NA	NA	35	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	CORO1A	chr16	30194730	287764	24	282097	24	NA	NA	NA	16	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	BOLA2	chr16	30205627	276867	22	276867	22	NA	NA	NA	10	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	NPIPB13	chr16	30259734	222760	18	222760	18	NA	NA	NA	39	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	CD2BP2	chr16	30366682	115812	14	115812	14	NA	NA	NA	14	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	TBC1D10B	chr16	30381522	100972	11	100972	12	NA	NA	NA	61	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	MYLPF	chr16	30386097	96397	10	93182	10	NA	NA	NA	38	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	SEPT1	chr16	30394171	88323	9	88323	9	NA	NA	NA	53	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	ZNF48	chr16	30406432	76062	7	71065	7	NA	NA	NA	70	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	ZNF771	chr16	30418734	63760	5	52578	4	NA	NA	NA	78	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	DCTPP1	chr16	30441373	41121	3	41121	3	0.017598	GM12878-Roadmap	rs11150589,rs12598978,rs12716977	4	TRUE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	SEPHS2	chr16	30457296	25198	2	25198	2	0.024925	GM12878-Roadmap	rs11150589,rs12598978,rs12716977	2	TRUE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	ITGAL	chr16	30483982	1488	1	1487	1	0.200951	B_cell-ENCODE,BJAB_anti-IgM_anti-CD40_4hr-Engreitz,CD19-positive_B_cell-Roadmap,CD3-positive_T_cell-Roadmap,CD4-positive_helper_T_cell-Corces2016,CD4-positive_helper_T_cell-ENCODE,CD56-positive_natural_killer_cells-Roadmap,CD8-positive_alpha-beta_T_cell-Corces2016,CD8-positive_alpha-beta_T_cell-ENCODE,GM12878-Roadmap,Jurkat-Engreitz,Karpas-422-ENCODE,natural_killer_cell-Corces2016,OCI-LY7-ENCODE,T-cell-ENCODE,thymus_fetal-Roadmap	rs11150589,rs12598978,rs12716977	1	TRUE	TRUE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	ZNF768	chr16	30537910	55416	4	52826	5	0.018311	GM12878-Roadmap	rs11150589,rs12598978,rs12716977	3	TRUE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	ZNF747	chr16	30546291	63797	6	59192	6	NA	NA	NA	76	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	ZNF764	chr16	30569642	87148	8	82589	8	NA	NA	NA	77	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	ZNF688	chr16	30583728	101234	12	98523	11	NA	NA	NA	74	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	ZNF785	chr16	30597092	114598	13	109498	13	NA	NA	NA	79	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	ZNF689	chr16	30621707	139213	15	131383	15	NA	NA	NA	75	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	PRR14	chr16	30662022	179528	16	179527	16	NA	NA	NA	44	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	FBRS	chr16	30670839	188345	17	188344	17	NA	NA	NA	21	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	LOC730183	chr16	30709810	227316	19	226529	19	NA	NA	NA	34	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	SRCAP	chr16	30710461	227967	20	227966	20	NA	NA	NA	57	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	TMEM265	chr16	30751511	269017	21	269016	21	NA	NA	NA	65	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	PHKG2	chr16	30759619	277125	23	277124	23	NA	NA	NA	42	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	RNF40	chr16	30772932	290438	25	290437	26	NA	NA	NA	52	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	CCDC189	chr16	30773565	291071	26	288862	25	NA	NA	NA	13	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	ZNF629	chr16	30798540	316046	27	307280	27	NA	NA	NA	71	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	BCL7C	chr16	30905623	423129	34	362866	30	NA	NA	NA	9	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	CTF1	chr16	30907927	425433	35	425432	35	NA	NA	NA	18	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	FBXL19	chr16	30935895	453401	38	453400	38	NA	NA	NA	22	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	ORAI3	chr16	30960404	477910	42	477909	42	NA	NA	NA	40	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	SETD1A	chr16	30968614	486120	43	486119	44	NA	NA	NA	54	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	HSD3B7	chr16	30996518	514024	46	514023	46	NA	NA	NA	26	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	STX1B	chr16	31021959	539465	47	518081	47	NA	NA	NA	58	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	STX4	chr16	31044811	562317	49	562316	49	NA	NA	NA	59	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	ZNF668	chr16	31076409	593915	52	589668	52	NA	NA	NA	73	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	ZNF646	chr16	31085742	603248	53	603247	53	NA	NA	NA	72	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	PRSS53	chr16	31100130	617636	55	612249	55	NA	NA	NA	47	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	VKORC1	chr16	31106320	623826	56	619667	56	NA	NA	NA	67	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	BCKDK	chr16	31119614	637120	57	637119	58	NA	NA	NA	8	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	KAT8	chr16	31128984	646490	58	646489	59	NA	NA	NA	31	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	PRSS8	chr16	31147083	664589	62	660258	63	NA	NA	NA	48	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	PRSS36	chr16	31161415	678921	64	667751	65	NA	NA	NA	46	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	FUS	chr16	31191430	708936	67	708935	67	NA	NA	NA	23	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	PYCARD	chr16	31214097	731603	69	730311	69	NA	NA	NA	49	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	TRIM72	chr16	31225341	742847	70	742846	70	NA	NA	NA	66	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	PYDC1	chr16	31228414	745920	71	744787	71	NA	NA	NA	50	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	ITGAM	chr16	31271287	788793	72	788792	73	NA	NA	NA	29	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	ITGAX	chr16	31366454	883960	75	883959	75	NA	NA	NA	30	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	ITGAD	chr16	31404632	922138	76	922137	76	NA	NA	NA	28	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	COX6A2	chr16	31439749	957255	77	956556	77	NA	NA	NA	17	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	ZNF843	chr16	31454348	971854	78	964389	78	NA	NA	NA	80	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	ARMC5	chr16	31470316	987822	79	987821	79	NA	NA	NA	6	FALSE	FALSE
IBD	Huang2017-r151-1	FALSE	FALSE	TRUE	NA	80	TGFB1I1	chr16	31483528	1001034	80	1001033	80	NA	NA	NA	63	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	OOSP2	chr11	59807747	968462	50	960693	50	NA	NA	NA	33	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	MS4A3	chr11	59824100	952109	48	937621	47	NA	NA	NA	25	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	MS4A2	chr11	59856136	920073	46	910269	46	NA	NA	NA	24	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	MS4A6A	chr11	59950804	825405	43	825405	43	NA	NA	NA	28	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	MS4A4A	chr11	60048013	728196	37	699764	37	NA	NA	NA	26	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	MS4A6E	chr11	60102354	673855	36	667768	35	NA	NA	NA	29	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	MS4A7	chr11	60145957	630252	34	612783	34	NA	NA	NA	30	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	MS4A14	chr11	60163486	612723	33	590981	33	NA	NA	NA	21	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	MS4A5	chr11	60197061	579148	32	560944	32	NA	NA	NA	27	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	MS4A1	chr11	60223281	552928	30	537984	31	NA	NA	NA	17	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	MS4A12	chr11	60260250	515959	29	501308	29	NA	NA	NA	19	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	MS4A13	chr11	60282885	493324	27	466018	26	NA	NA	NA	20	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	MS4A8	chr11	60467046	309163	18	292924	19	NA	NA	NA	31	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	MS4A18	chr11	60491481	284728	16	264523	17	NA	NA	NA	23	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	MS4A15	chr11	60524339	251870	15	232005	14	NA	NA	NA	22	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	MS4A10	chr11	60552820	223389	13	207431	12	NA	NA	NA	18	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	CCDC86	chr11	60609428	166781	10	157648	10	NA	NA	NA	6	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	PTGDR2	chr11	60623444	152765	9	152765	9	NA	NA	NA	39	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	ZP1	chr11	60635014	141195	7	133045	8	NA	NA	NA	50	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	PRPF19	chr11	60674061	102148	6	102148	6	NA	NA	NA	38	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	TMEM109	chr11	60681370	94839	5	85294	4	NA	NA	NA	44	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	TMEM132A	chr11	60691912	84297	3	71578	3	0.018148	CD4-positive_helper_T_cell-ENCODE	rs55753183	4	TRUE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	SLC15A3	chr11	60719257	56952	2	56952	2	0.021509	CD4-positive_helper_T_cell-ENCODE,T-cell-ENCODE,thymus_fetal-Roadmap	rs55753183	2	TRUE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	CD6	chr11	60739112	37097	1	0	1	0.023978	CD4-positive_helper_T_cell-ENCODE,T-cell-ENCODE,thymus_fetal-Roadmap	rs55753183	1	TRUE	TRUE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	CD5	chr11	60869929	93720	4	93719	5	0.018663	CD4-positive_helper_T_cell-ENCODE,T-cell-ENCODE,thymus_fetal-Roadmap	rs55753183	3	TRUE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	VPS37C	chr11	60928916	152707	8	121517	7	NA	NA	NA	48	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	PGA3	chr11	60970984	194775	11	194774	11	NA	NA	NA	34	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	PGA4	chr11	60989820	213611	12	213610	13	NA	NA	NA	35	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	PGA5	chr11	61008647	232438	14	232437	15	NA	NA	NA	36	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	VWCE	chr11	61062788	286579	17	249547	16	NA	NA	NA	49	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	TKFC	chr11	61100653	324444	19	324443	20	NA	NA	NA	43	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	DDB1	chr11	61100684	324475	20	290708	18	NA	NA	NA	10	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	TMEM138	chr11	61129472	353263	21	353262	22	NA	NA	NA	45	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	CYB561A3	chr11	61129755	353546	22	340009	21	NA	NA	NA	8	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	TMEM216	chr11	61159831	383622	23	383621	23	NA	NA	NA	46	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	CPSF7	chr11	61197464	421255	24	393909	24	NA	NA	NA	7	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	SDHAF2	chr11	61197596	421387	25	421386	25	NA	NA	NA	41	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	PPP1R32	chr11	61248584	472375	26	472374	27	NA	NA	NA	37	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	LRRC10B	chr11	61276271	500062	28	500061	28	NA	NA	NA	16	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	SYT7	chr11	61348344	572135	31	504977	30	NA	NA	NA	42	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	DAGLA	chr11	61447904	671695	35	671694	36	NA	NA	NA	9	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	MYRF	chr11	61522860	746651	38	746650	38	NA	NA	NA	32	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	TMEM258	chr11	61560085	783876	39	780391	39	NA	NA	NA	47	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	FEN1	chr11	61560108	783899	40	783898	40	NA	NA	NA	14	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	FADS1	chr11	61584529	808320	41	790886	41	NA	NA	NA	11	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	FADS2	chr11	61595504	819295	42	819294	42	NA	NA	NA	12	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	FADS3	chr11	61659017	882808	44	864784	44	NA	NA	NA	13	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	RAB3IL1	chr11	61687741	911532	45	888557	45	NA	NA	NA	40	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	BEST1	chr11	61717355	941146	47	941145	48	NA	NA	NA	5	FALSE	FALSE
IBD	Huang2017-r120-1	TRUE	FALSE	FALSE	NA	50	FTH1	chr11	61735132	958923	49	955546	49	NA	NA	NA	15	FALSE	FALSE
IBD	Huang2017-r121-1	FALSE	FALSE	TRUE	NA	18	MAP6	chr11	75379479	920170	17	920170	17	NA	NA	NA	10	FALSE	FALSE
IBD	Huang2017-r121-1	FALSE	FALSE	TRUE	NA	18	MOGAT2	chr11	75428863	870786	15	855646	16	NA	NA	NA	11	FALSE	FALSE
IBD	Huang2017-r121-1	FALSE	FALSE	TRUE	NA	18	DGAT2	chr11	75479777	819872	14	787068	15	NA	NA	NA	7	FALSE	FALSE
IBD	Huang2017-r121-1	FALSE	FALSE	TRUE	NA	18	UVRAG	chr11	75526211	773438	13	444367	8	NA	NA	NA	17	FALSE	FALSE
IBD	Huang2017-r121-1	FALSE	FALSE	TRUE	NA	18	WNT11	chr11	75917574	382075	7	382075	7	NA	NA	NA	18	FALSE	FALSE
IBD	Huang2017-r121-1	FALSE	FALSE	TRUE	NA	18	THAP12	chr11	76092009	207640	5	207640	5	NA	NA	NA	15	FALSE	FALSE
IBD	Huang2017-r121-1	FALSE	FALSE	TRUE	NA	18	LOC100506127	chr11	76092346	207303	4	173984	3	NA	NA	NA	9	FALSE	FALSE
IBD	Huang2017-r121-1	FALSE	FALSE	TRUE	NA	18	EMSY	chr11	76156068	143581	2	35706	1	0.015418	spleen-ENCODE	rs11236797	2	TRUE	FALSE
IBD	Huang2017-r121-1	FALSE	FALSE	TRUE	NA	18	LRRC32	chr11	76381044	81395	1	68917	2	0.033897	CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016,CD14-positive_monocyte_treated_with_LPS_d6-Novakovic2016,CD14-positive_monocyte_treated_with_RPMI_d1-Novakovic2016,CD14-positive_monocyte_treated_with_RPMI_d6-Novakovic2016,dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_4_hour-Garber2017,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_6_hour-Garber2017,spleen-ENCODE,THP_pmaLPS_ATAC_120h,THP_pmaLPS_ATAC_24h,THP_pmaLPS_ATAC_6h,THP_pmaLPS_ATAC_96h,THP1_LPS_4hr-Engreitz	rs11236797	1	TRUE	TRUE
IBD	Huang2017-r121-1	FALSE	FALSE	TRUE	NA	18	TSKU	chr11	76495191	195542	3	195541	4	NA	NA	NA	16	FALSE	FALSE
IBD	Huang2017-r121-1	FALSE	FALSE	TRUE	NA	18	ACER3	chr11	76571916	272267	6	272266	6	NA	NA	NA	3	FALSE	FALSE
IBD	Huang2017-r121-1	FALSE	FALSE	TRUE	NA	18	B3GNT6	chr11	76745384	445735	8	445734	9	NA	NA	NA	5	FALSE	FALSE
IBD	Huang2017-r121-1	FALSE	FALSE	TRUE	NA	18	CAPN5	chr11	76777991	478342	9	478341	10	NA	NA	NA	6	FALSE	FALSE
IBD	Huang2017-r121-1	FALSE	FALSE	TRUE	NA	18	OMP	chr11	76813885	514236	10	514235	11	NA	NA	NA	13	FALSE	FALSE
IBD	Huang2017-r121-1	FALSE	FALSE	TRUE	NA	18	MYO7A	chr11	76839309	539660	11	539659	12	NA	NA	NA	12	FALSE	FALSE
IBD	Huang2017-r121-1	FALSE	FALSE	TRUE	NA	18	GDPD4	chr11	76998463	698814	12	627952	13	NA	NA	NA	8	FALSE	FALSE
IBD	Huang2017-r121-1	FALSE	FALSE	TRUE	NA	18	PAK1	chr11	77185108	885459	16	733409	14	NA	NA	NA	14	FALSE	FALSE
IBD	Huang2017-r121-1	FALSE	FALSE	TRUE	NA	18	AQP11	chr11	77300679	1001030	18	1001029	18	NA	NA	NA	4	FALSE	FALSE
IBD	Huang2017-r14-1	TRUE	FALSE	FALSE	NA	62	NUP210L	chr1	154127592	905980	54	905980	55	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r14-1	TRUE	FALSE	FALSE	NA	62	TPM3	chr1	154155725	877847	52	877847	52	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r14-1	TRUE	FALSE	FALSE	NA	62	C1orf189	chr1	154178841	854731	50	854731	51	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r14-1	TRUE	FALSE	FALSE	NA	62	C1orf43	chr1	154193273	840299	48	840299	49	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r14-1	TRUE	FALSE	FALSE	NA	62	UBAP2L	chr1	154193324	840248	47	789586	46	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r14-1	TRUE	FALSE	FALSE	NA	62	HAX1	chr1	154245038	788534	44	785217	45	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r14-1	TRUE	FALSE	FALSE	NA	62	AQP10	chr1	154293591	739981	43	735771	44	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r14-1	TRUE	FALSE	FALSE	NA	62	ATP8B2	chr1	154298035	735537	42	709792	43	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r14-1	TRUE	FALSE	FALSE	NA	62	IL6R	chr1	154377668	655904	41	591646	39	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r14-1	TRUE	FALSE	FALSE	NA	62	SHE	chr1	154474526	559046	38	559046	38	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r14-1	TRUE	FALSE	FALSE	NA	62	TDRD10	chr1	154474694	558878	37	512949	36	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r14-1	TRUE	FALSE	FALSE	NA	62	UBE2Q1	chr1	154531120	502452	35	502452	35	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r14-1	TRUE	FALSE	FALSE	NA	62	CHRNB2	chr1	154540256	493316	33	481219	34	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r14-1	TRUE	FALSE	FALSE	NA	62	ADAR	chr1	154580724	452848	32	452848	33	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r14-1	TRUE	FALSE	FALSE	NA	62	KCNN3	chr1	154842754	190818	24	190818	25	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r14-1	TRUE	FALSE	FALSE	NA	62	PMVK	chr1	154909484	124088	19	124088	19	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r14-1	TRUE	FALSE	FALSE	NA	62	PBXIP1	chr1	154928639	104933	16	104933	16	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r14-1	TRUE	FALSE	FALSE	NA	62	LOC101928120	chr1	154933946	99626	15	98471	14	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r14-1	TRUE	FALSE	FALSE	NA	62	PYGO2	chr1	154934258	99314	14	99314	15	NA	NA	NA	NA	FALSE	FALSE
